slug,file,status_bucket,title,date,author,category,featured,image,image_file_exists,resolved_hero,header_class,vs_hero,vs_generationMode,vs_reviewStatus,vs_prompt,vs_infographic,word_count,body_image_count,body_svg_count,internal_link_count,has_cta,agent_author_meta,last_reviewed,description
best-ai-product-photography-2026,best-ai-product-photography-2026.mdx,published_tree,Best AI Product Photography Tools 2026 for Amazon and Shopify Sellers,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-product-photography-2026-hero-v7.jpg,False,/images/blog/best-ai-product-photography-2026-hero-v5.jpg,raster_other,,,,,,2020,0,0,4,False,,,"A results-first comparison of the best AI product photography tools in 2026 — Photoroom, Pebblely, Flair.ai, Claid, plus Nano Banana Pro and GPT Image 2 — ranked on realism, product accuracy, batch po"
best-ai-resume-builder-2026,best-ai-resume-builder-2026.mdx,published_tree,Best AI Resume Builder 2026: Teal vs Rezi vs Kickresume vs Just Using Claude,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-resume-builder-2026-hero-v7.jpg,False,/images/blog/best-ai-resume-builder-2026-hero-v5.jpg,raster_other,,,,,,1789,0,0,4,False,,,"An honest comparison of the top AI resume builders in 2026 — Teal, Rezi, Kickresume, Enhancv — against the $0 Claude-plus-template route. What ATS optimization actually means, real pricing, and when a"
best-ai-shorts-tiktok-tools-2026,best-ai-shorts-tiktok-tools-2026.mdx,published_tree,Best AI Tool for YouTube Shorts and TikTok 2026: Opus Clip vs AutoShorts vs Faceless,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-shorts-tiktok-tools-2026-hero-v5.jpg,True,/images/blog/best-ai-shorts-tiktok-tools-2026-hero-v5.jpg,raster_other,,,,,,1818,0,0,4,False,,,"The best AI tools for automated YouTube Shorts and TikTok in 2026 — Opus Clip, AutoShorts, Faceless.so, Submagic, and CapCut compared on automation, quality, scheduling, and price."
best-ai-superpowers-stack-2026,best-ai-superpowers-stack-2026.mdx,published_tree,The AI Superpowers Stack 2026: The Best Tool and MCP for Every Creator Job,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-superpowers-stack-2026-hero-v7.jpg,False,,missing,,,,,,1782,0,0,10,False,,,"A curated stack — the single best AI tool and the MCP server that gives an agent that power — for content, websites, research, image, video, music, automation, coding, and voice."
best-ai-tools-for-creators-2026,best-ai-tools-for-creators-2026.mdx,published_tree,The Best AI Tools for Creators in 2026: A GenCreator's Production Stack,2026-03-10,FrankX,Creator Tools,false,/images/blog/best-ai-tools-for-creators-2026-hero-v7.jpg,False,/images/blog/best-ai-tools-for-creators-2026-hero.webp,raster_other,/images/blog/visual-system/best-ai-tools-for-creators-2026-hero.svg,repo-native-svg,accepted,"FrankX editorial visual for ""The Best AI Tools for Creators in 2026: A GenCreator's Production Stack"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",/images/blog/visual-system/infographics/best-ai-tools-for-creators-2026-map.svg,1167,0,0,3,False,,,The complete AI creator toolkit — from Claude Code for development to Suno for music. Every tool battle-tested in daily production use.
best-ai-video-editor-2026,best-ai-video-editor-2026.mdx,published_tree,Best AI Video Editor 2026: CapCut vs Descript vs Premiere AI vs Runway,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-video-editor-2026-hero-v5.jpg,True,/images/blog/best-ai-video-editor-2026-hero-v5.jpg,raster_other,,,,,,2075,0,0,4,False,,,"The honest June 2026 comparison of the four AI video editors that matter — CapCut for short-form, Descript for talking-head and podcast video, Premiere with Firefly for pro long-form, Runway for AI-na"
best-ai-video-generators-2026-x-aggregated,best-ai-video-generators-2026-x-aggregated.mdx,published_tree,Best AI Video Generators June 2026: What Creators on X Are Actually Shipping With,2026-06-12,FrankX,Intelligence Dispatches,true,/images/blog/best-ai-video-generators-2026-x-aggregated-hero-v9.jpg,False,/images/blog/native-premium/headers/best-ai-video-generators-2026-x-aggregated-hero.webp,premium_raster,,,,,,2125,1,0,4,False,,,"X-aggregated signals on Higgsfield, Seedance 2.0, Kling 3.0, Veo 3.1, Sora 2, Runway and the rest. Head-to-head on control, audio, value, consistency. Affiliate reality, slop warnings, and the FrankX/"
best-ai-writing-tools-vs-claude-2026,best-ai-writing-tools-vs-claude-2026.mdx,published_tree,Best AI Writing Tools 2026: When You Actually Need One vs Just Using Claude,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-writing-tools-vs-claude-2026-hero-v8.jpg,True,/images/blog/best-ai-writing-tools-vs-claude-2026-hero-v8.jpg,raster_other,,,,,,2173,0,0,4,False,,,"An honest comparison of Copy.ai, Writesonic, Rytr, and Surfer against raw Claude and ChatGPT. For most solo writers, the frontier model wins. Here's when a dedicated tool's workflow earns its price."
best-cheap-ai-music-generator-2026,best-cheap-ai-music-generator-2026.mdx,published_tree,Best Cheap AI Music Generator 2026: Free Tiers and Commercial Rights Compared,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/generated/best-cheap-ai-music-generator-2026-premium-hero.png,True,/images/blog/generated/best-cheap-ai-music-generator-2026-premium-hero.png,premium_raster,,,,,,2287,0,0,3,False,,,"A creator with 12,000+ AI songs compares the cheapest AI music generators in 2026 — Suno, Udio, AIVA, Riffusion, Soundraw, Mubert — on price, free-tier limits, and the one thing that decides whether y"
best-elevenlabs-alternatives-2026,best-elevenlabs-alternatives-2026.mdx,published_tree,Best ElevenLabs Alternatives 2026: The Cheapest AI Voice That Still Sounds Human,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/best-elevenlabs-alternatives-2026-hero-v7.jpg,False,,missing,,,,,,2035,0,0,4,False,,,"ElevenLabs is still the quality benchmark — but you don't always need it. Verified June 2026 pricing for Fish Audio, Cartesia, Hume, Kokoro, and more, ranked by price-per-character."
best-local-llm-2026,best-local-llm-2026.mdx,published_tree,Best Local LLM to Run on Your Own Machine in 2026 (by RAM: 8GB / 16GB / 32GB),2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/best-local-llm-2026-hero-v5.jpg,True,/images/blog/best-local-llm-2026-hero-v5.jpg,raster_other,,,,,,2154,0,0,3,False,,,"Pick the right open model for your RAM. Verified params, quant levels, and VRAM for Qwen3, Gemma 3, Llama, and DeepSeek distills across 8GB, 16GB, and 32GB machines — plus the runner to use."
best-no-code-ai-agent-builders-2026,best-no-code-ai-agent-builders-2026.mdx,published_tree,Best No-Code AI Agent Builders 2026: n8n vs Lindy vs Relay vs Make,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/best-no-code-ai-agent-builders-2026-hero-v7.jpg,False,/images/blog/generated/best-no-code-ai-agent-builders-2026-premium-hero.png,premium_raster,/images/blog/generated/best-no-code-ai-agent-builders-2026-premium-hero.png,built-in-image-gen,accepted-premium-bitmap,"Built-in image_gen premium FrankX hero: no-code agent builder workbench with modular workflow blocks, triggers, approvals, tools, and governed connectors; dark SaaS product visual language, emerald/cyan lines, restrained amber gates, no text or logos.",,2004,0,0,4,False,,,"A hands-on comparison of the top no-code AI agent builders in 2026 — n8n, Lindy, Relay.app, Make, Zapier, Gumloop — judged on ease, power, self-hosting, MCP support, and price."
best-open-local-llms-2026,best-open-local-llms-2026.mdx,published_tree,The Best Open & Local LLMs in 2026: A Self-Host Field Guide,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/editorial/headers/best-open-local-llms-2026-hero.webp,True,/images/blog/editorial/headers/best-open-local-llms-2026-hero.webp,raster_other,/images/blog/generated/best-open-local-llms-2026-premium-hero.png,built-in-image-gen,accepted-premium-bitmap,"Built-in image_gen premium FrankX hero: sovereign local AI lab bench with private model core, local inference hardware, data vaults, and isolated network paths; obsidian, emerald/cyan, restrained amber, no text, logos, people, or generic AI brain.",/images/blog/visual-system/infographics/best-open-local-llms-2026-map.svg,1766,0,0,10,False,,,"Which open-weight model for which hardware — Gemma 4, gpt-oss, Phi-4, Mistral Large 3, Llama 4, DeepSeek V4, and Kimi K2.6 compared by VRAM, license, and use case. When self-hosting beats an API, with"
brand-evolution-from-consciousness-to-systems,brand-evolution-from-consciousness-to-systems.mdx,published_tree,Brand Evolution: From Consciousness to Systems,2026-01-26,Frank,Creativity,false,/images/blog/brand-evolution-from-consciousness-to-systems-hero-v7.jpg,False,,missing,,,,,,1317,0,0,3,True,,,How FrankX shifted from 'soul-aligned AI' language to a systems architect identity. A transparent look at brand iteration for creators.
build-your-own-jarvis-claude-code,build-your-own-jarvis-claude-code.mdx,published_tree,Build Your Own Jarvis: Turn Claude Code Into Your Personal Intelligence System,2026-01-20,Frank,Creator Systems,true,/images/blog/build-your-own-jarvis-claude-code-hero-v8.jpg,True,/images/blog/build-your-own-jarvis-claude-code-hero-v8.jpg,raster_other,/images/blog/generated/build-your-own-jarvis-claude-code-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Build Your Own Jarvis: Turn Claude Code Into Your Personal Intelligence System. Strong personal operations system without robot assistant clichés. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,2123,0,0,8,False,,,"Build a personal AI system that knows your work, runs your workflows, and gets sharper every week. The exact CLAUDE.md + MCP + skills + subagents stack I run, updated for June 2026."
building-custom-skills-acos,building-custom-skills-acos.mdx,published_tree,Building Custom Skills for ACOS: The Complete Developer Guide,2026-01-27,Frank,Tutorials,false,/images/blog/building-custom-skills-acos-hero-v9.jpg,False,/images/blog/visual-system/building-custom-skills-acos-hero.svg,svg_or_visual_system,/images/blog/visual-system/building-custom-skills-acos-hero.svg,repo-native-svg,accepted,"FrankX editorial visual for ""Building Custom Skills for ACOS: The Complete Developer Guide"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",/images/blog/visual-system/infographics/building-custom-skills-acos-map.svg,1672,0,0,3,False,,,"Create your own ACOS skills with auto-activation, progressive disclosure, and real examples. From skill anatomy to publishing—the full tutorial."
building-deal-flow-pipelines-ai,building-deal-flow-pipelines-ai.mdx,published_tree,Building Automated Deal Flow Pipelines with AI and n8n,2026-02-14,Frank,Intelligence Dispatches,false,/images/blog/deal-flow-pipeline.png,True,/images/blog/deal-flow-pipeline.png,raster_other,,,,,,1112,0,0,3,False,,,"How to build an automated deal sourcing, screening, and scoring pipeline using n8n workflows, Claude agents, and persistent memory. From RSS feeds to scored deal cards."
building-research-intelligence-system,building-research-intelligence-system.mdx,published_tree,Building a Research Intelligence System: How I Use AI Agents for Daily Knowledge Operations,2026-01-21,Frank,Creator Systems,true,/images/blog/building-research-intelligence-system-hero-v5.jpg,True,/images/blog/building-research-intelligence-system-hero-v5.jpg,raster_other,/images/blog/generated/building-research-intelligence-system-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Building a Research Intelligence System: How I Use AI Agents for Daily Knowledge Operations. Flagship research graph with investor-grade signal mapping. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,1473,0,0,4,False,,,"A deep dive into the multi-agent research system powering FrankX.AI - five specialized agents, three workflow modes, and a publication pipeline optimized for the AI age."
chatgpt-vs-claude-vs-gemini-2026,chatgpt-vs-claude-vs-gemini-2026.mdx,published_tree,ChatGPT vs Claude vs Gemini 2026: Which AI Assistant for Everyday Use?,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/chatgpt-vs-claude-vs-gemini-2026-hero-v6.jpg,False,/images/blog/chatgpt-vs-claude-vs-gemini-2026-hero-v5.jpg,raster_other,,,,,,1944,0,0,4,False,,,"An honest, results-first comparison of the three $20 AI subscriptions — ChatGPT Plus, Claude Pro, and Google AI Pro — for writing, research, images, voice, memory, and everyday questions. Pick by use "
cheapest-frontier-model-access-2026,cheapest-frontier-model-access-2026.mdx,published_tree,"Cheapest Way to Access GPT-5.5, Claude Opus 4.8 and Gemini 3.1 in 2026 (Subscription vs API vs Gateway)",2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/cheapest-frontier-model-access-2026-hero-v6.jpg,False,/images/blog/cheapest-frontier-model-access-2026-hero-v5.jpg,raster_other,,,,,,2212,0,0,3,False,,,"Verified June-2026 pricing for every route to GPT-5.5, Claude Opus 4.8 and Gemini 3.1 Pro — subscriptions, raw APIs, and gateways. The cheapest path per use case, with the exact break-even math."
claude-agent-sdk-credit-pause-agent-stack-2026,claude-agent-sdk-credit-pause-agent-stack-2026.mdx,published_tree,Anthropic Paused the Claude Agent SDK Credit Change. Here's What Builders Should Do Now.,2026-06-16,FrankX,Intelligence Dispatches,false,/images/blog/generated/claude-agent-sdk-credit-pause-agent-stack-2026-premium-hero.png,True,/images/blog/generated/claude-agent-sdk-credit-pause-agent-stack-2026-premium-hero.png,premium_raster,/images/blog/generated/claude-agent-sdk-credit-pause-agent-stack-2026-premium-hero.png,built-in-image-gen,accepted-premium-bitmap,"Built-in image_gen premium FrankX hero: Claude Agent SDK credit pause represented as an amber pause control at the center of a dark agent operations board, with emerald/cyan compute paths, pricing telemetry, tool nodes, and no readable text, logos, people, robots, watermark, stock style, or purple-dominant gradient.",/images/blog/visual-system/infographics/claude-agent-sdk-credit-pause-agent-stack-2026-map.svg,2114,0,0,3,False,,,"Anthropic paused the Claude Agent SDK credit change. What it means for claude -p, OpenClaw, OpenCode, Codex, and agent pricing."
claude-code-2-1-mcp-revolution,claude-code-2-1-mcp-revolution.mdx,published_tree,Claude Code 2.1: How MCP Tool Search Changed Everything,2026-01-26,Frank,AI & Systems,,/images/blog/claude-code-2-1-mcp-revolution-hero-v9.jpg,False,/images/blog/editorial/headers/claude-code-2-1-mcp-revolution-hero.webp,raster_other,,,,,,1351,0,0,4,False,,,"Claude Code 2.1 introduces MCP Tool Search, cutting token usage by 85% and boosting accuracy from 79.5% to 88.1%. A deep dive into the biggest productivity upgrade since launch."
claude-code-mastery-top-resources,claude-code-mastery-top-resources.mdx,published_tree,Claude Code Mastery: The Top 5 Resources of 2026,2026-02-19,Frank,Intelligence Dispatches,false,/images/blog/claude-code-mastery-top-resources-hero-v6.jpg,False,/images/blog/claude-code-mastery-top-resources-hero-v5.jpg,raster_other,/images/blog/generated/claude-code-mastery-top-resources-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Claude Code Mastery: The Top 5 Resources of 2026. Curated resource observatory, quieter and more editorial. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,513,0,0,3,True,,,"A curated list of the best YouTubers, guides, and courses for mastering Anthropic's Claude Code ecosystem."
claude-code-pricing-explained-2026,claude-code-pricing-explained-2026.mdx,published_tree,Claude Code Pricing Explained 2026: Pro vs Max 5x vs Max 20x vs API (When Each Wins),2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/claude-code-pricing-explained-2026-hero-v8.jpg,True,/images/blog/claude-code-pricing-explained-2026-hero-v8.jpg,raster_other,,,,,,2256,0,0,4,False,,,"A verified 2026 breakdown of Claude Code pricing — Pro ($20), Max 5x ($100), Max 20x ($200), and pure API — with the usage-limit mechanics and a decision table for which plan wins at your usage level."
claude-code-skills-2026-the-10-you-need,claude-code-skills-2026-the-10-you-need.mdx,published_tree,Claude Code Skills 2026: The 10 You Actually Need,2026-03-21,FrankX,Creator Systems,false,/images/blog/claude-code-skills-2026-the-10-you-need-hero-v7.jpg,False,/images/blog/visual-system/claude-code-skills-2026-the-10-you-need-hero.svg,svg_or_visual_system,/images/blog/generated/claude-code-skills-2026-the-10-you-need-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Claude Code Skills 2026: The 10 You Actually Need. Skill-library capsules are clear and reusable for campaign assets. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: replaced repetitive capsules with a premium pro-tool instrument case.",,897,0,0,5,False,,,"Most skill libraries are noise. These 10 skills changed how I ship code, content, and products — with install commands and real examples."
claude-fable-5-analysis-2026,claude-fable-5-analysis-2026.mdx,published_tree,"Claude Fable 5: Benchmarks, Pricing, and What Four Day-One Evals Actually Show",2026-06-10,Frank,Intelligence Dispatches,true,/images/blog/generated/claude-fable-5-analysis-2026-premium-hero.png,True,/images/blog/generated/claude-fable-5-analysis-2026-premium-hero.png,premium_raster,/images/blog/generated/claude-fable-5-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Claude Fable 5: Benchmarks, Pricing, and What Four Day-One Evals Actually Show. Evaluation cockpit works for model-analysis framing. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: shifted from generic analytics cockpit to a model capability prism under measurement.",,2002,0,0,7,False,,,"Anthropic released Claude Fable 5 on June 9, 2026 — a Mythos-class model made generally available. Launch benchmarks: 95% SWE-bench Verified, ~80% SWE-bench Pro. We ran four first-party eval rounds ag"
claude-fable-5-prompting-guide,claude-fable-5-prompting-guide.mdx,published_tree,"Claude Fable 5 Prompting Guide: Seven Rules from Measured Behavior, Not Vibes",2026-06-10,Frank,Intelligence Dispatches,true,/images/blog/claude-fable-5-prompting-guide-hero-v7.jpg,False,/images/blog/claude-fable-5-prompting-guide-hero.svg,svg_or_visual_system,/images/blog/generated/claude-fable-5-prompting-guide-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Claude Fable 5 Prompting Guide: Seven Rules from Measured Behavior, Not Vibes. Good prompting workflow map with clear hub-and-spoke structure. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: shifted to tactile prompt composition studio with blank cards and warmer craft lighting.",,1506,0,0,7,False,,,"How to prompt Claude Fable 5, derived from four receipted eval rounds — constraint stacking that works, the agreeable-execution trap, why output contracts belong in structure, and a system-prompt temp"
claude-opus-4-6-analysis-2026,claude-opus-4-6-analysis-2026.mdx,published_tree,Claude Opus 4.6: What Actually Changed and Why It Matters,2026-02-06,Frank,Intelligence Dispatches,true,/images/models/claude-opus-4-6-hero.png,True,/images/models/claude-opus-4-6-hero.png,raster_other,,,,,,2077,0,0,0,False,,,"Anthropic's Opus 4.6 brings 1M context, 128K output, adaptive thinking, and a 67% price cut. Technical breakdown with benchmarks, migration guide, and practical implications for builders."
claude-opus-4-8-analysis-2026,claude-opus-4-8-analysis-2026.mdx,published_tree,Claude Opus 4.8: A Modest Bump That Quietly Tops the Leaderboard,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/claude-opus-4-8-analysis-2026-hero-v7.jpg,False,/images/blog/claude-opus-4-8-analysis-2026-hero.svg,svg_or_visual_system,,,,,,2899,0,0,3,False,,,"Anthropic's Opus 4.8 lands 41 days after 4.7 with the same $5/$25 pricing, SWE-Bench Pro 69.2%, GDPval-AA 1890, dynamic workflows, and cheaper fast mode. Technical breakdown with verified benchmarks, "
conscious-ai-for-entrepreneurs,conscious-ai-for-entrepreneurs.mdx,published_tree,The Thoughtful Entrepreneur's Guide to Building AI-Powered Businesses That Actually Serve Humanity,2024-08-22,Frank,Business & AI,,/images/blog/conscious-ai-for-entrepreneurs-hero-v9.jpg,False,,missing,,,,,,724,0,0,3,False,,,"How to build AI-powered businesses that create genuine value, foster human connection, and generate sustainable profits — without losing quality or ethics."
conscious-ai-framework,conscious-ai-framework.mdx,published_tree,The Agentic AI Framework: Imprinting Impact,2025-01-06,Frank,Agentic AI,,/images/blog/conscious-ai-framework-hero-v10.jpg,False,/images/blog/conscious-ai-framework-hero-v2.png,raster_other,,,,,,547,0,0,3,False,,,"Your 1,000-agent swarm is about to make a 1,000-agent mistake. Here is how you use Constitutional Identity and the Guardian Pattern to save your reputation."
conscious-ai-integration-operating-system,conscious-ai-integration-operating-system.mdx,published_tree,"Agentic AI Integration OS: 7 Layers To Align Teams, Agents, and Trust",2025-01-23,Frank,Intelligence Dispatches,false,/images/blog/conscious-ai-integration-operating-system-hero-v10.jpg,False,,missing,,,,,,1121,0,0,10,False,,,"A practical operating system for leaders who want intelligent AI integration—grounded in governance, creativity, and measurable value—across 2025 initiatives."
creator-intelligence-systems-2026,creator-intelligence-systems-2026.mdx,published_tree,Why Every Creator Needs an Intelligence System in 2026,2026-01-20,Frank,Creator Systems,true,/images/blog/creator-intelligence-systems-2026-hero-v7.jpg,False,/images/blog/creator-intelligence-systems-2026-hero.png,raster_other,/images/blog/generated/creator-intelligence-systems-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted regenerated version: replaced text-risk dashboard with a cleaner creator operating room.",,1659,0,0,7,False,,,The creators who thrive in 2026 won't be those with the best tools—they'll be those with the best systems. Here's why personal AI intelligence systems are the new competitive advantage.
creators-ai-toolkit-workshop,creators-ai-toolkit-workshop.mdx,published_tree,The Creator's AI Toolkit: Build Your Complete Content System,,Frank,Workshops,true,/images/blog/creators-ai-toolkit-workshop-hero-v7.jpg,False,/images/blog/creators-ai-toolkit-workshop-hero-v2.png,raster_other,,,,,,426,0,0,4,False,,,"Transform from overwhelmed creator to AI-empowered content machine. Build ideation engines, research pipelines, writing assistants, and distribution automation."
creators-life-architecture-guide,creators-life-architecture-guide.mdx,published_tree,The Creator's Life Architecture: A System for Whole-Life Mastery,2024-12-22,Frank,Consciousness,true,/images/blog/creators-life-architecture-guide-hero-v7.jpg,False,/images/blog/creators-life-architecture-guide-hero-v2.png,raster_other,,,,,,1291,0,0,4,True,,,Most creators optimize one dimension of life while the others crumble. The 7-Pillar system changes that. Here's your complete guide to building an extraordinary life as a creator.
cursor-vs-claude-code-vs-windsurf-2026,cursor-vs-claude-code-vs-windsurf-2026.mdx,published_tree,Cursor vs Claude Code vs Windsurf in 2026: Which AI Coding Agent for Which Job,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/cursor-vs-claude-code-vs-windsurf-2026-hero-v7.jpg,False,,missing,,,,,,2099,0,0,4,False,,,"A practitioner's head-to-head: Claude Code, Cursor, and Windsurf (now Devin Desktop) compared on agentic capability, IDE vs terminal, MCP support, and 2026 pricing — plus where Copilot and Codex fit."
deepseek-r1-open-weight-reasoning-analysis,deepseek-r1-open-weight-reasoning-analysis.mdx,published_tree,DeepSeek R1: What Open-Weight Reasoning Actually Means,2026-03-21,FrankX,Intelligence Dispatches,false,/images/blog/deepseek-r1-open-weight-reasoning-analysis-hero-v10.jpg,False,,missing,,,,,,2128,0,0,3,False,,,"The model that disrupted AI pricing. How DeepSeek R1 works, where it excels, and what it means for builders choosing between open and closed models."
deepseek-v4-analysis-2026,deepseek-v4-analysis-2026.mdx,published_tree,DeepSeek V4: Open-Weight Frontier Reasoning at One-Sixth the Price,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/generated/deepseek-v4-analysis-2026-premium-hero.png,True,/images/blog/generated/deepseek-v4-analysis-2026-premium-hero.png,premium_raster,/images/blog/generated/deepseek-v4-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: reasoning engine and open-weight vault composition is clear; no readable artifacts at hero scale.",/images/blog/visual-system/infographics/deepseek-v4-analysis-2026-map.svg,3129,0,0,3,False,,,"DeepSeek shipped V4-Pro (1.6T/49B active) and V4-Flash (284B/13B active) on April 24, 2026 under MIT license, open weights, 1M context. SWE-bench Verified 80.6%, AA Intelligence Index 52, V4-Pro API a"
design-sprint-week-10-visual-identity-competition,design-sprint-week-10-visual-identity-competition.mdx,published_tree,Design Sprint: Three AI Teams Compete to Define frankx.ai's Visual Identity,2026-03-02,Frank,Creator Systems,true,/images/blog/design-sprint-week-10-visual-identity-competition-hero-v9.jpg,False,,missing,,,,,,1100,0,0,3,True,,,"How I used three competing AI design teams to build a visual identity strategy for frankx.ai — with WebGL shaders, glassmorphism hierarchies, and canvas physics. Real components, real code, real compe"
embodied-creator-os,embodied-creator-os.mdx,published_tree,Your Body Is Part of Your AI Stack,2026-05-03,Frank,Consciousness & Mind,false,/images/blog/embodied-creator-os-hero-v7.jpg,False,/images/blog/embodied-creator-os-hero.jpg,raster_other,,,,,,1301,1,1,9,False,,,"The disembodied AI ceiling and the embodied creator OS. Why training, sleep, breath, and environment are cognitive infrastructure — for humans and for the agents we build."
enterprise-agent-roadmap,enterprise-agent-roadmap.mdx,published_tree,The Enterprise Agent Roadmap 2026: Multi-Agent Orchestration Patterns,2026-01-26,Frank,Enterprise AI,,/images/blog/enterprise-agent-roadmap-hero-v7.jpg,False,/images/blog/enterprise-agent-roadmap-hero.png,raster_other,,,,,,475,0,0,3,False,,,"Your vertical hierarchy is too slow for multi-agent systems. The Fractal Triad topology with LangGraph, CrewAI, and MCP integration for enterprise orchestration."
eu-inc-28th-regime-european-startups,eu-inc-28th-regime-european-startups.mdx,published_tree,EU Inc Explained: The '28th Regime' That Could Finally Unify European Startups,2026-01-21,Frank,Intelligence Dispatches,false,/images/blog/eu-inc-28th-regime-european-startups-hero-v7.jpg,False,/images/blog/eu-inc-28th-regime-european-startups-hero.png,raster_other,,,,,,1264,0,0,3,False,,,"The European Commission just announced EU Inc - a pan-European company structure promising 48-hour incorporation across all member states. Here's what it means for founders, investors, and the Europea"
faceless-youtube-ai-tools-2026,faceless-youtube-ai-tools-2026.mdx,published_tree,Best AI Tools for a Faceless YouTube Channel in 2026 (Full Stack Under $60/mo),2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/faceless-youtube-ai-tools-2026-hero-v7.jpg,False,,missing,,,,,,2000,0,0,4,False,,,"The verified best-in-class AI stack for a faceless YouTube channel in June 2026 — avatar, voice, script, repurposing, editing, music, thumbnails — with a real budget table that lands under $60/month."
frankx-business-plan-canvas,frankx-business-plan-canvas.mdx,published_tree,FrankX Business Plan Canvas,2025-03-01,Frank,Intelligence Dispatches,false,/images/blog/frankx-business-plan-canvas-hero-v7.jpg,False,/images/blog/frankx-business-plan-canvas-hero.png,raster_other,,,,,,323,0,0,3,False,,,The concise business model behind the Agentic Creator OS and the FrankX product ladder.
frankx-intelligence-atlas-volume-1,frankx-intelligence-atlas-volume-1.mdx,published_tree,FrankX Intelligence Atlas Vol. I: Architecting the Agentic Era,2025-01-21,Frank,Flagship,true,/images/blog/frankx-intelligence-atlas-volume-1-hero-v7.jpg,False,/images/blog/frankx-intelligence-atlas-volume-1-hero.png,raster_other,/images/blog/generated/frankx-intelligence-atlas-volume-1-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: FrankX Intelligence Atlas Vol. I: Architecting the Agentic Era. Flagship intelligence-map composition with investor/research energy. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,10744,3,3,4,True,,,"A 10,000-word flagship report on the 2025 intelligence landscape, from frontier labs to open-source ecosystems, adoption metrics, and builder-ready frameworks."
