slug,title,date,publish_status,author,category,featured,agent_hint,last_git_author,last_git_date,last_git_subject,hero_path_final,header_class,image_file_exists,vs_hero,vs_infographic,prompt_used,visual_review_status,content_review_status,word_count,images_in_article,body_svg_count,internal_link_count,seo_completeness_6,priority_score,action_needed,description,file
acos-enterprise-deployment-guide,ACOS for Enterprise: Team Deployment and Governance Guide,2026-01-27,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/acos-enterprise-deployment-guide-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1307,0,0,4,5,10,audit_content_accuracy,"Scale Agentic Creator OS to teams with department structures, governance models, access control, and enterprise integration patterns.",acos-enterprise-deployment-guide.mdx
acos-hooks-system-quality-gates,The ACOS Hooks System: Automated Quality Gates,2026-01-27,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/acos-hooks-system-quality-gates-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1419,0,0,3,6,10,audit_content_accuracy,"Master ACOS hooks for automated quality enforcement. SessionStart, PreToolUse, PostToolUse, and Notification hooks that catch issues before they ship.",acos-hooks-system-quality-gates.mdx
acos-philosophy-technology-amplifies,"The Philosophy Behind ACOS: Technology That Amplifies, Not Replaces",2026-01-27,published_tree,Frank,Creator Systems,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/acos-philosophy-technology-amplifies-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,1424,0,0,5,5,10,audit_content_accuracy,"Why Agentic Creator OS is built on configuration over code, progressive disclosure, and human-AI collaboration. The principles that guide the system.",acos-philosophy-technology-amplifies.mdx
acos-use-cases-creator-types,ACOS Use Cases: Find Your Creator Type and Ideal Workflow,2026-01-27,published_tree,Frank,Creator Systems,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/acos-use-cases-creator-types-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1961,0,0,6,5,10,audit_content_accuracy,"Discover which Agentic Creator OS workflows match your creator archetype. Writers, developers, musicians, entrepreneurs, course creators, and agencies—find your path.",acos-use-cases-creator-types.mdx
aeo-knowledge-graph-2026,The 2026 AEO Knowledge Graph: From SEO to Entity-First Authority,2026-03-05,published_tree,Frank,Intelligence Dispatches,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/aeo-knowledge-graph-2026.png,raster_other,True,,,,pass_heuristic,not_recorded,586,0,0,3,5,10,audit_content_accuracy,"Discover why Answer Engine Optimization (AEO) and Knowledge Graphs have replaced traditional SEO in 2026, and how to build topical authority clusters.",aeo-knowledge-graph-2026.mdx
agentic-creator-os,The Agentic Creator OS: How to Orchestrate AI Like a Studio,2025-09-18,published_tree,Frank,Creator Systems,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/agentic-creator-os-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1306,0,0,4,5,10,audit_content_accuracy,"Stop juggling AI tools. Build a system where agents coordinate like a production team—content, dev, design, marketing working together on your projects.",agentic-creator-os.mdx
ai-agent-memory-persistent-systems,AI Agent Memory: From Chat History to Persistent Systems,2026-03-21,published_tree,FrankX,Intelligence Dispatches,false,codex,Frank,2026-05-23 11:59:53 +0200,feat(routing): smart-404 follow-ups — sitemap auto-discovery + merge:gate + 5 aliases + Codex gate fixes,/images/ai-art/digital-knowledge-flow.png,raster_other,True,,,,pass_heuristic,not_recorded,761,0,0,6,5,10,audit_content_accuracy,"How to give AI agents memory that persists across sessions — CLAUDE.md, mem0, ChromaDB, and the architecture that makes agents smarter over time.",ai-agent-memory-persistent-systems.mdx
ai-agents-inner-family,"AI Agents Need an Inner Family, Not Just a Task List",2026-05-03,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/ai-agents-inner-family-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,725,0,0,9,5,10,audit_content_accuracy,"Most agent stacks are glorified workflow runners. The next leap is internal governance — an orchestrator that knows which sub-process is leading, and why.",ai-agents-inner-family.mdx
ai-coe-launch,Launching the AI Center of Excellence: A New Era for FrankX,2026-01-21,published_tree,Frank,Intelligence Dispatches,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/ai-coe-launch-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,415,0,0,3,5,10,audit_content_accuracy,"We are deploying the AI CoE Hub, a production-grade LLM/Agent blog series, and massive UX enhancements. See how we are transforming from tech-overwhelmed to AI-empowered.",ai-coe-launch.mdx
ai-engineering-without-hype-willison,AI Engineering Without the Hype: Simon Willison's Practical Protocol,2026-02-19,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/ai-engineering-without-hype-willison-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,449,0,0,3,5,10,audit_content_accuracy,"A deep dive into Simon Willison's pragmatic approach to building with LLMs, focusing on truth, transparency, and architectural rigor.",ai-engineering-without-hype-willison.mdx
ai-guide-for-families-and-professionals,The Family & Professional's Guide to Thriving with AI (Not Just Surviving It),2024-08-22,published_tree,Frank,AI Education,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/ai-guide-for-families-and-professionals.png,raster_other,True,,,,pass_heuristic,not_recorded,614,0,0,3,6,10,audit_content_accuracy,"A practical, honest guide for families and working professionals who want to understand AI's real impact and how to navigate it successfully — without the hype or fear.",ai-guide-for-families-and-professionals.mdx
ai-health-fitness-athletes-creators-2026,AI for Athletes and Fitness Creators: The 2026 Playbook,2026-03-21,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/ai-health-fitness-athletes-creators-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,1290,0,0,4,5,10,audit_content_accuracy,"How AI transforms training, nutrition, and recovery — and why fitness creators who adopt it first will define the next era of online coaching.",ai-health-fitness-athletes-creators-2026.mdx
ai-workshops-for-students-what-worked,AI Workshops for Students: What Actually Worked,2026-03-21,published_tree,FrankX,Creator Systems,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/ai-workshops-for-students-what-worked-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,2207,0,0,9,5,10,audit_content_accuracy,"Lessons from building an AI education system for students — the tools, the curriculum, and what 2026 learners actually need to know.",ai-workshops-for-students-what-worked.mdx
arcanea-building-worlds-ai-agents,Arcanea: Building Worlds with AI Agents,2026-03-21,published_tree,FrankX,Creator Systems,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/arcanea/arcanea-grand-academy.png,raster_other,True,,,,pass_heuristic,not_recorded,2161,0,0,6,5,10,audit_content_accuracy,"How I built a fantasy civilization with 5 Eldrian characters, 10 Gates, and a living world-state — using Claude Code, Gemini, and agentic workflows.",arcanea-building-worlds-ai-agents.mdx
best-ai-affiliate-programs-2026,The Best AI and MCP Affiliate Programs in 2026 (Ranked by What Actually Pays),2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/best-ai-affiliate-programs-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,2087,0,0,4,6,10,audit_content_accuracy,"A ranked, economics-first guide to AI and MCP affiliate programs in 2026 — recurring vs one-time, the honest dead-ends, and the 3-network setup that replaces signing up to 30 sites.",best-ai-affiliate-programs-2026.mdx
best-ai-image-generators-2026,"Best AI Image Generators in 2026: GPT Image 2, Nano Banana, Midjourney, FLUX",2026-06-05,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/best-ai-image-generators-2026-premium-hero.png,premium_raster,True,,,,pass_heuristic,not_recorded,2240,0,0,9,5,10,audit_content_accuracy,"Every major AI image tool compared — quality, text rendering, pricing, and which to use for photorealism, design, and in-pipeline automation.",best-ai-image-generators-2026.mdx
best-ai-meeting-assistant-2026,Best AI Meeting Assistant 2026: Granola vs Otter vs Fathom vs Fireflies,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-meeting-assistant-2026-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,2270,0,0,4,6,10,audit_content_accuracy,"A results-first comparison of the four AI meeting notetakers worth your money in 2026 — Granola, Otter, Fathom, Fireflies — on accuracy, no-bot vs bot, action items, integrations, privacy, and price.",best-ai-meeting-assistant-2026.mdx
best-ai-note-taking-tools-2026,Best AI Note-Taking and Second-Brain Tools 2026: Notion AI vs Mem vs Reflect vs Obsidian,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/best-ai-note-taking-tools-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1677,0,0,4,6,10,audit_content_accuracy,"A results-first comparison of the best AI note-taking and second-brain tools in June 2026 — Notion AI, Mem, Reflect, Obsidian, and meeting tools Granola and Otter — scored on AI quality, retrieval, tr",best-ai-note-taking-tools-2026.mdx
best-ai-presentation-maker-2026,Best AI Presentation Maker 2026: Gamma vs Canva vs NotebookLM (and Why Tome Is Gone),2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/best-ai-presentation-maker-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1917,0,0,3,5,10,audit_content_accuracy,"Gamma, Canva, Beautiful.ai, Plus AI, NotebookLM, and Presentations.ai compared on quality, editability, PPT/Slides export, and price — plus the Tome shutdown most guides still get wrong.",best-ai-presentation-maker-2026.mdx
best-ai-product-photography-2026,Best AI Product Photography Tools 2026 for Amazon and Shopify Sellers,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-product-photography-2026-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,2020,0,0,4,6,10,audit_content_accuracy,"A results-first comparison of the best AI product photography tools in 2026 — Photoroom, Pebblely, Flair.ai, Claid, plus Nano Banana Pro and GPT Image 2 — ranked on realism, product accuracy, batch po",best-ai-product-photography-2026.mdx
best-ai-resume-builder-2026,Best AI Resume Builder 2026: Teal vs Rezi vs Kickresume vs Just Using Claude,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-resume-builder-2026-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,1789,0,0,4,6,10,audit_content_accuracy,"An honest comparison of the top AI resume builders in 2026 — Teal, Rezi, Kickresume, Enhancv — against the $0 Claude-plus-template route. What ATS optimization actually means, real pricing, and when a",best-ai-resume-builder-2026.mdx
best-ai-shorts-tiktok-tools-2026,Best AI Tool for YouTube Shorts and TikTok 2026: Opus Clip vs AutoShorts vs Faceless,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/best-ai-shorts-tiktok-tools-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1818,0,0,4,5,10,audit_content_accuracy,"The best AI tools for automated YouTube Shorts and TikTok in 2026 — Opus Clip, AutoShorts, Faceless.so, Submagic, and CapCut compared on automation, quality, scheduling, and price.",best-ai-shorts-tiktok-tools-2026.mdx
best-ai-superpowers-stack-2026,The AI Superpowers Stack 2026: The Best Tool and MCP for Every Creator Job,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/best-ai-superpowers-stack-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,1782,0,0,10,5,10,audit_content_accuracy,"A curated stack — the single best AI tool and the MCP server that gives an agent that power — for content, websites, research, image, video, music, automation, coding, and voice.",best-ai-superpowers-stack-2026.mdx
best-ai-video-editor-2026,Best AI Video Editor 2026: CapCut vs Descript vs Premiere AI vs Runway,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/best-ai-video-editor-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,2075,0,0,4,5,10,audit_content_accuracy,"The honest June 2026 comparison of the four AI video editors that matter — CapCut for short-form, Descript for talking-head and podcast video, Premiere with Firefly for pro long-form, Runway for AI-na",best-ai-video-editor-2026.mdx
best-ai-writing-tools-vs-claude-2026,Best AI Writing Tools 2026: When You Actually Need One vs Just Using Claude,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/best-ai-writing-tools-vs-claude-2026-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,2173,0,0,4,6,10,audit_content_accuracy,"An honest comparison of Copy.ai, Writesonic, Rytr, and Surfer against raw Claude and ChatGPT. For most solo writers, the frontier model wins. Here's when a dedicated tool's workflow earns its price.",best-ai-writing-tools-vs-claude-2026.mdx
best-cheap-ai-music-generator-2026,Best Cheap AI Music Generator 2026: Free Tiers and Commercial Rights Compared,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/best-cheap-ai-music-generator-2026-premium-hero.png,premium_raster,True,,,,pass_heuristic,not_recorded,2287,0,0,3,6,10,audit_content_accuracy,"A creator with 12,000+ AI songs compares the cheapest AI music generators in 2026 — Suno, Udio, AIVA, Riffusion, Soundraw, Mubert — on price, free-tier limits, and the one thing that decides whether y",best-cheap-ai-music-generator-2026.mdx
best-elevenlabs-alternatives-2026,Best ElevenLabs Alternatives 2026: The Cheapest AI Voice That Still Sounds Human,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/best-elevenlabs-alternatives-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2035,0,0,4,5,10,audit_content_accuracy,"ElevenLabs is still the quality benchmark — but you don't always need it. Verified June 2026 pricing for Fish Audio, Cartesia, Hume, Kokoro, and more, ranked by price-per-character.",best-elevenlabs-alternatives-2026.mdx
best-local-llm-2026,Best Local LLM to Run on Your Own Machine in 2026 (by RAM: 8GB / 16GB / 32GB),2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/best-local-llm-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,2154,0,0,3,6,10,audit_content_accuracy,"Pick the right open model for your RAM. Verified params, quant levels, and VRAM for Qwen3, Gemma 3, Llama, and DeepSeek distills across 8GB, 16GB, and 32GB machines — plus the runner to use.",best-local-llm-2026.mdx
brand-evolution-from-consciousness-to-systems,Brand Evolution: From Consciousness to Systems,2026-01-26,published_tree,Frank,Creativity,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/brand-evolution-from-consciousness-to-systems-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,1317,0,0,3,5,10,audit_content_accuracy,How FrankX shifted from 'soul-aligned AI' language to a systems architect identity. A transparent look at brand iteration for creators.,brand-evolution-from-consciousness-to-systems.mdx
building-deal-flow-pipelines-ai,Building Automated Deal Flow Pipelines with AI and n8n,2026-02-14,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-12 00:59:30 +0200,feat: sync latest changes and fix build conflicts,/images/blog/deal-flow-pipeline.png,raster_other,True,,,,pass_heuristic,not_recorded,1112,0,0,3,5,10,audit_content_accuracy,"How to build an automated deal sourcing, screening, and scoring pipeline using n8n workflows, Claude agents, and persistent memory. From RSS feeds to scored deal cards.",building-deal-flow-pipelines-ai.mdx
chatgpt-vs-claude-vs-gemini-2026,ChatGPT vs Claude vs Gemini 2026: Which AI Assistant for Everyday Use?,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/chatgpt-vs-claude-vs-gemini-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1944,0,0,4,6,10,audit_content_accuracy,"An honest, results-first comparison of the three $20 AI subscriptions — ChatGPT Plus, Claude Pro, and Google AI Pro — for writing, research, images, voice, memory, and everyday questions. Pick by use ",chatgpt-vs-claude-vs-gemini-2026.mdx
cheapest-frontier-model-access-2026,"Cheapest Way to Access GPT-5.5, Claude Opus 4.8 and Gemini 3.1 in 2026 (Subscription vs API vs Gateway)",2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/cheapest-frontier-model-access-2026-hero-v5.jpg,raster_other,True,,,,pass_heuristic,not_recorded,2212,0,0,3,6,10,audit_content_accuracy,"Verified June-2026 pricing for every route to GPT-5.5, Claude Opus 4.8 and Gemini 3.1 Pro — subscriptions, raw APIs, and gateways. The cheapest path per use case, with the exact break-even math.",cheapest-frontier-model-access-2026.mdx
claude-code-2-1-mcp-revolution,Claude Code 2.1: How MCP Tool Search Changed Everything,2026-01-26,published_tree,Frank,AI & Systems,,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/editorial/headers/claude-code-2-1-mcp-revolution-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,1351,0,0,4,6,10,audit_content_accuracy,"Claude Code 2.1 introduces MCP Tool Search, cutting token usage by 85% and boosting accuracy from 79.5% to 88.1%. A deep dive into the biggest productivity upgrade since launch.",claude-code-2-1-mcp-revolution.mdx
claude-code-pricing-explained-2026,Claude Code Pricing Explained 2026: Pro vs Max 5x vs Max 20x vs API (When Each Wins),2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/claude-code-pricing-explained-2026-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,2256,0,0,4,6,10,audit_content_accuracy,"A verified 2026 breakdown of Claude Code pricing — Pro ($20), Max 5x ($100), Max 20x ($200), and pure API — with the usage-limit mechanics and a decision table for which plan wins at your usage level.",claude-code-pricing-explained-2026.mdx
conscious-ai-for-entrepreneurs,The Thoughtful Entrepreneur's Guide to Building AI-Powered Businesses That Actually Serve Humanity,2024-08-22,published_tree,Frank,Business & AI,,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/conscious-ai-for-entrepreneurs-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,724,0,0,3,6,10,audit_content_accuracy,"How to build AI-powered businesses that create genuine value, foster human connection, and generate sustainable profits — without losing quality or ethics.",conscious-ai-for-entrepreneurs.mdx
conscious-ai-framework,The Agentic AI Framework: Imprinting Impact,2025-01-06,published_tree,Frank,Agentic AI,,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/conscious-ai-framework-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,547,0,0,3,5,10,audit_content_accuracy,"Your 1,000-agent swarm is about to make a 1,000-agent mistake. Here is how you use Constitutional Identity and the Guardian Pattern to save your reputation.",conscious-ai-framework.mdx
conscious-ai-integration-operating-system,"Agentic AI Integration OS: 7 Layers To Align Teams, Agents, and Trust",2025-01-23,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-01 13:10:12 +0200,feat(email): canonicalize all contact addresses to frank@frankx.ai + /contact rewrite (#194),/images/blog/conscious-ai-integration-operating-system-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,1121,0,0,10,6,10,audit_content_accuracy,"A practical operating system for leaders who want intelligent AI integration—grounded in governance, creativity, and measurable value—across 2025 initiatives.",conscious-ai-integration-operating-system.mdx
cursor-vs-claude-code-vs-windsurf-2026,Cursor vs Claude Code vs Windsurf in 2026: Which AI Coding Agent for Which Job,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-08 01:11:35 +0200,feat(learn): excellence pass — freshness dates + deepen the SEO interlink graph (#246),/images/blog/cursor-vs-claude-code-vs-windsurf-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2099,0,0,4,5,10,audit_content_accuracy,"A practitioner's head-to-head: Claude Code, Cursor, and Windsurf (now Devin Desktop) compared on agentic capability, IDE vs terminal, MCP support, and 2026 pricing — plus where Copilot and Codex fit.",cursor-vs-claude-code-vs-windsurf-2026.mdx
deepseek-r1-open-weight-reasoning-analysis,DeepSeek R1: What Open-Weight Reasoning Actually Means,2026-03-21,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/deepseek-r1-open-weight-reasoning-analysis-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2128,0,0,3,5,10,audit_content_accuracy,"The model that disrupted AI pricing. How DeepSeek R1 works, where it excels, and what it means for builders choosing between open and closed models.",deepseek-r1-open-weight-reasoning-analysis.mdx
deepseek-v4-analysis-2026,DeepSeek V4: Open-Weight Frontier Reasoning at One-Sixth the Price,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/deepseek-v4-analysis-2026-premium-hero.png,premium_raster,True,/images/blog/generated/deepseek-v4-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/deepseek-v4-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: reasoning engine and open-weight vault composition is clear; no readable artifacts at hero scale.",accepted,not_recorded,3129,0,0,3,6,10,audit_content_accuracy,"DeepSeek shipped V4-Pro (1.6T/49B active) and V4-Flash (284B/13B active) on April 24, 2026 under MIT license, open weights, 1M context. SWE-bench Verified 80.6%, AA Intelligence Index 52, V4-Pro API a",deepseek-v4-analysis-2026.mdx
embodied-creator-os,Your Body Is Part of Your AI Stack,2026-05-03,published_tree,Frank,Consciousness & Mind,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/embodied-creator-os-hero.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1301,1,1,9,5,10,audit_content_accuracy,"The disembodied AI ceiling and the embodied creator OS. Why training, sleep, breath, and environment are cognitive infrastructure — for humans and for the agents we build.",embodied-creator-os.mdx
enterprise-agent-roadmap,The Enterprise Agent Roadmap 2026: Multi-Agent Orchestration Patterns,2026-01-26,published_tree,Frank,Enterprise AI,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/enterprise-agent-roadmap-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,475,0,0,3,6,10,audit_content_accuracy,"Your vertical hierarchy is too slow for multi-agent systems. The Fractal Triad topology with LangGraph, CrewAI, and MCP integration for enterprise orchestration.",enterprise-agent-roadmap.mdx
eu-inc-28th-regime-european-startups,EU Inc Explained: The '28th Regime' That Could Finally Unify European Startups,2026-01-21,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/eu-inc-28th-regime-european-startups-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1264,0,0,3,6,10,audit_content_accuracy,"The European Commission just announced EU Inc - a pan-European company structure promising 48-hour incorporation across all member states. Here's what it means for founders, investors, and the Europea",eu-inc-28th-regime-european-startups.mdx
faceless-youtube-ai-tools-2026,Best AI Tools for a Faceless YouTube Channel in 2026 (Full Stack Under $60/mo),2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/faceless-youtube-ai-tools-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2000,0,0,4,5,10,audit_content_accuracy,"The verified best-in-class AI stack for a faceless YouTube channel in June 2026 — avatar, voice, script, repurposing, editing, music, thumbnails — with a real budget table that lands under $60/month.",faceless-youtube-ai-tools-2026.mdx
frankx-business-plan-canvas,FrankX Business Plan Canvas,2025-03-01,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/frankx-business-plan-canvas.png,raster_other,True,,,,pass_heuristic,not_recorded,323,0,0,3,5,10,audit_content_accuracy,The concise business model behind the Agentic Creator OS and the FrankX product ladder.,frankx-business-plan-canvas.mdx
frankx-intelligence-atlas-volume-1,FrankX Intelligence Atlas Vol. I: Architecting the Agentic Era,2025-01-21,published_tree,Frank,Flagship,true,frank-or-human,Frank,2026-07-01 13:10:12 +0200,feat(email): canonicalize all contact addresses to frank@frankx.ai + /contact rewrite (#194),/images/blog/frankx-intelligence-atlas-volume-1-hero.png,raster_other,True,/images/blog/generated/frankx-intelligence-atlas-volume-1-premium-hero.png,,"Built-in image_gen premium FrankX hero: FrankX Intelligence Atlas Vol. I: Architecting the Agentic Era. Flagship intelligence-map composition with investor/research energy. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,10744,3,3,4,6,10,audit_content_accuracy,"A 10,000-word flagship report on the 2025 intelligence landscape, from frontier labs to open-source ecosystems, adoption metrics, and builder-ready frameworks.",frankx-intelligence-atlas-volume-1.mdx
